,Code,Product label,,,,,,,,,,,,HS6Desc,BEC5Code1
4350,30812,"Frozen sea cucumbers """"Stichopus japonicus, Holothuroidea""""""""",,,,,,,,,,,,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",113101
4351,911220,"Clock and watch cases (excluding for wrist-watches, pocket-watches and other watches of heading ...",,,,,,,,,,,,Clock cases and similar cases for other goods of chapter 91; other than watch cases,711220
4352,580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",,,,,,,,,,,,"Fabrics; woven pile, of man-made fibres, cut corduroy, other than fabrics of heading no. 5802 or 5806",411220
4353,844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,,,,,,,,,,,,Textile machinery; involved in textile fibre or textile yarn preparation and n.e.c. in heading no. 8445,412010
4354,620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",,,,,,,,,,,,"Suits; women's or girls', of textile materials n.e.c. in item no. 6204.1 (not knitted or crocheted)",413202
4355,852210,Pick-up cartridges,,,,,,,,,,,,"Sound recording or reproducing apparatus; parts and accessories thereof, pick-up cartridges",611220
4356,71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",,,,,,,,,,,,"Vegetables, leguminous; peas (pisum sativum), shelled or unshelled, uncooked or cooked by steaming or boiling in water, frozen",113101
4357,720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",,,,,,,,,,,,"Iron or non-alloy steel; (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm",511210
4358,20725,"Frozen turkeys of the species domesticus, not cut into pieces",,,,,,,,,,,,"Meat and edible offal; of turkeys, not cut in pieces, frozen",113101
4359,841090,Parts of hydraulic turbines and water wheels incl. regulators,,,,,,,,,,,,"Turbines; parts of hydraulic turbines and water wheels, including regulators",211210
4360,283190,Dithionites and sulfoxylates (excluding sodium),,,,,,,,,,,,Dithionites and sulphoxylates; other than sodium,211220
4361,630240,"Table linen, knitted or crocheted",,,,,,,,,,,,Table linen; knitted or crocheted,413202
4362,551419,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",,,,,,,,,,,,"Fabrics, woven; unbleached or bleached, containing less than 85% by weight of synthetic staple fibres n.e.c. in item no. 55.14.1, mixed mainly or solely with cotton, exceeding 170g/m2",411220
4363,251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",,,,,,,,,,,,"Natural calcium phosphates, natural aluminium calcium phosphates and phosphatic chalk; ground",3111
4364,710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",,,,,,,,,,,,"Diamonds; industrial, (other than unworked or simply sawn, cleaved or bruted), but not mounted or set",411210
4365,30554,"Dried herrings """"Clupea harengus, Clupea pallasii"""", anchovies """"Engraulis spp."""", sardines ...""",,,,,,,,,,,,"Dried herrings, anchovies, sardines, sardinella, brisling or sprats, mackerel (incl Indian, jack, or horse), seerfishes, jacks, crevalles, cobia, silver pomfrets, Pacific saury, scads, capelin, swordfish, Kawakawa, bonitos, marlins, sailfishes, spearfish",113101
4366,701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",,,,,,,,,,,,"Glasses; clock or watch and similar, glasses for non-corrective spectacles, curved, bent, hollowed etc, (not optically worked), hollow glass spheres and segments, for the manufacture of such glasses",711220
4367,291211,"Methanal """"formaldehyde""""""""",,,,,,,,,,,,"Aldehydes; acyclic, without other oxygen function, methanal (formaldehyde)",211220
4368,910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",,,,,,,,,,,,"Watch movements; complete and assembled, electrically operated, by means of solar cells, without mechanical display or device including such or opto-electronic display",711220
4369,370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",,,,,,,,,,,,"Photographic paper, paperboard and textiles; (for other than colour photography, other than in rolls of a width exceeding 610mm), sensitised, unexposed",611220
4370,283330,Alums,,,,,,,,,,,,Alums,211220
4371,450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",,,,,,,,,,,,Cork; articles of natural cork other than corks and stoppers,311210
4372,71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",,,,,,,,,,,,"Vegetables, leguminous; broad beans (vicia faba var. major) and horse beans (vicia faba var. equina and vicia faba var. minor), shelled, whether or not skinned or split, dried",113101
4373,731520,"Skid chain for motor vehicles, of iron or steel",,,,,,,,,,,,"Chain; skid, articulated link chain and parts thereof, of iron or steel",311220
4374,850740,Nickel-iron accumulators (excluding spent),,,,,,,,,,,,"Electric accumulators; nickel-iron, including separators, whether or not rectangular (including square)",511220
4375,600290,"Knitted or crocheted fabrics, of a width of <= 30 cm, containing >= 5% by weight elastomeric ...""",,,,,,,,,,,,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30 cm, containing by weight 5% or more of elastomeric yarn or rubber thread",411220
4376,220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",,,,,,,,,,,,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers holding more than 2 litres",113101
4377,291737,Dimethyl terephthalate,,,,,,,,,,,,Acids; aromatic polycarboxylic acids; dimethyl terephthalate,211220
4378,251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",,,,,,,,,,,,"Granite; merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",3111
4379,620329,"Men's or boys' ensembles of textile materials (excluding of cotton or synthetic fibres, knitted ...",,,,,,,,,,,,"Ensembles; men's or boys', of textile materials n.e.c. in item no. 6203.2 (not knitted or crocheted)",413202
4380,940152,Seats of bamboo,,,,,,,,,,,,Seats; of bamboo,313202
4381,810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),,,,,,,,,,,,Molybdenum; waste and scrap,3111
4382,901010,Apparatus and equipment for automatically developing photographic or cinematographic film or ...,,,,,,,,,,,,Photographic laboratory apparatus and equipment; for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of paper,612
4383,841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",,,,,,,,,,,,"Turbines; hydraulic turbines and water wheels, of a power not exceeding 1000kW",212010
4384,380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",,,,,,,,,,,,"Rosin and resin; salts of rosin, of resin acids or of derivatives of rosin or resin acids, other than salts of rosin adducts",311210
4385,520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², in three-thread ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing more than 200g/m2",411220
4386,280421,Argon,,,,,,,,,,,,"Gases, rare; argon",211220
4387,580110,"Woven pile fabrics and chenille fabrics, of wool or fine animal hair (excluding terry towelling ...",,,,,,,,,,,,"Fabrics; woven pile, of wool or fine animal hair, other than fabrics of heading no. 5802 or 5806",411220
4388,610819,"Women's or girls' slips and petticoats of textile materials, knitted or crocheted (excluding ...",,,,,,,,,,,,"Slips and petticoats; women's or girls', of textile materials (other than man-made fibres), knitted or crocheted",413202
4389,441850,"Shingles and shakes, of wood",,,,,,,,,,,,Wood; shingles and shakes,311210
4390,160563,"Jellyfish, prepared or preserved (excluding smoked)",,,,,,,,,,,,"Aquatic invertebrates; jellyfish, prepared or preserved",113201
4391,281420,Ammonia in aqueous solution,,,,,,,,,,,,Ammonia; in aqueous solution,211220
4392,900792,"Parts and accessories for cinematographic projectors, n.e.s.",,,,,,,,,,,,"Projectors, cinematographic; parts and accessories, whether or not incorporating sound reproducing apparatus",611220
4393,490510,"Globes, printed (excluding relief globes)",,,,,,,,,,,,Globes; printed,613202
4394,681520,Articles of peat (excluding textile products from peat fibres),,,,,,,,,,,,Peat; articles of peat n.e.c. or included,311220
4395,30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",,,,,,,,,,,,"Fish fillets; dried, salted or in brine, but not smoked, n.e.c. in item no. 0305.3",113101
4396,520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², bleached ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, of weaves n.e.c. in item no. 5209.2, weighing more than 200g/m2",411220
4397,30742,"Cuttle fish and squid, live, fresh or chilled, with or without shell",,,,,,,,,,,,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",113101
4398,852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",,,,,,,,,,,,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus; incorporating a monochrome video display or screen",613202
4399,410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",,,,,,,,,,,,"Tanned or crust hides and skins; bovine or equine, without hair on, in the dry state (crust), full grains, unsplit; grain splits",111210
4400,930510,"Parts and accessories for revolvers or pistols, n.e.s.",,,,,,,,,,,,"Firearms; parts and accessories, of revolvers or pistols",811220
4401,853331,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",,,,,,,,,,,,"Electrical resistors; wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating)",311220
4402,480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",,,,,,,,,,,,"Paper & paperboard; uncoated, testliner (recycled linerboard), weight 150g/m2, or less, in rolls or sheets",611210
4403,280410,Hydrogen,,,,,,,,,,,,Hydrogen,211220
4404,310551,"Mineral or chemical fertilisers containing nitrates and phosphates (excluding ammonium dihydrogenorthophosphate ...""",,,,,,,,,,,,"Fertilizers, mineral or chemical; containing nitrates and phosphates",111210
4405,271490,"Bitumen and asphalt, natural; asphaltites and asphaltic rocks",,,,,,,,,,,,"Bitumen and asphalt, natural; asphaltites and asphaltic rock",2111
4406,840211,Watertube boilers with a steam production > 45 t/hour,,,,,,,,,,,,Boilers; watertube boilers with a steam production exceeding 45t per hour,212010
4407,292023,Trimethyl phosphite,,,,,,,,,,,,"Esters; phosphite esters and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives, trimethyl phosphite",211220
4408,740321,"Copper-zinc base alloys """"brass"""" unwrought""""",,,,,,,,,,,,Copper; copper-zinc base alloys (brass) unwrought,311210
4409,721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",,,,,,,,,,,,"Iron or non-alloy steel; flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate",511210
4410,670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",,,,,,,,,,,,"Wigs, false beards, eyebrows and eyelashes, switches and the like and other articles n.e.c.; of animal hair or of textile materials other than synthetic",413202
4411,370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",,,,,,,,,,,,"Photographic plates, film, paper, paperboard and textiles; exposed but not developed",611220
4412,920991,"Parts and accessories for pianos, n.e.s.",,,,,,,,,,,,Musical instruments; parts and accessories for pianos,711220
4413,170390,Beet molasses resulting from the extraction or refining of sugar,,,,,,,,,,,,"Sugars; molasses, from sugar beet, resulting from the extraction or refining of sugar",111210
4414,30285,"Fresh or chilled sea bream """"Sparidae""""""""",,,,,,,,,,,,"Fish; fresh or chilled, seabream (Sparidae), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",113101
4415,293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",,,,,,,,,,,,Heterocyclic compounds; lactams; clobazam (INN) and methyprylon (INN),211220
4416,847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,,,,,,,,,,,,"Machines; automatic goods-vending machines, (e.g. postage stamp, cigarette, food or money-changing machines, excluding beverage-vending machines), incorporating heating or refrigerating devices",112010
4417,860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,,,,,,,,,,,,Rail locomotives and locomotive tenders; other than diesel-electric powered,512020
4418,750110,Nickel mattes,,,,,,,,,,,,Nickel; nickel mattes,311210
4419,570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",,,,,,,,,,,,"Carpets and other textile floor coverings; woven, (not tufted or flocked), of wool or fine animal hair, (not of pile construction), made up, n.e.c. in item no. 5702.10 or 5702.20",413202
4420,551623,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",,,,,,,,,,,,"Fabrics, woven; of yarns of different colours, containing less than 85% by weight of artificial staple fibres, mixed mainly or solely with man-made filaments",411220
4421,611249,"Women's or girls' swimwear of textile materials, knitted or crocheted (excluding synthetic ...",,,,,,,,,,,,"Swimwear; women's or girls', of textile materials (other than synthetic fibres), knitted or crocheted",413202
4422,844513,Drawing or roving machines,,,,,,,,,,,,Textile machinery; drawing or roving machines for preparing textile fibres,412010
4423,160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",,,,,,,,,,,,"Crustacean preparations; other than crab, shrimps, prawns, and lobsters, prepared or preserved",113201
4424,520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 232.55 to 192.31 decitex (44 to 52 metric number) per single yarn, not for retail sale",411220
4425,521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",,,,,,,,,,,,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, unbleached, of weaves n.e.c. in item no. 5210.1, weighing 200g/m2 or less",411220
4426,880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",,,,,,,,,,,,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",512
4427,293293,Piperonal,,,,,,,,,,,,"Heterocyclic compounds; with oxygen hetero-atom(s) only, (other than lactones or compounds containing an unfused furan ring (whether or not hydrogenated) in the structure), piperonal",211220
4428,30469,"Frozen fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""",,,,,,,,,,,,"Fish fillets; frozen, carp (Cyprinus/Carassius/Ctenopharyngodon idellus/Hypophthalmichthys/Cirrhinus/Mylopharyngodon piceus/Catla catla/Labeo/Osteochilus hasselti/Leptobarbus hoeveni/Megalobrama), eels (Anguilla) and snakeheads (Channa)",113101
4429,250620,"Quartzite, merely cut, by sawing or otherwise, in blocks or slabs of a square or rectangular ...",,,,,,,,,,,,"Quartzite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",3111
4430,250900,Chalk,,,,,,,,,,,,Chalk,3111
4431,540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours",411220
4432,480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",,,,,,,,,,,,"Uncoated paper and paperboard (not 4801 or 4803); over 10% by weight of mechanical or chemi-mechanical processed fibre, in sheets 435mm or less by 297mm or less (unfolded)",611210
4433,840220,Superheated water boilers,,,,,,,,,,,,Boilers; super-heated water boilers,212010
4434,30332,"Frozen plaice """"Pleuronectes platessa""""""""",,,,,,,,,,,,"Fish; frozen, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101
4435,854610,Electrical insulators of glass (excluding insulating fittings),,,,,,,,,,,,Electrical insulators; of glass,3112
4436,10632,"Live psittaciformes """"incl. parrots, parrakeets, macaws and cockatoos""""""""",,,,,,,,,,,,"Birds; live, Psittaciformes",1111
4437,845910,"Way-type unit head machines for drilling, boring, milling, threading or tapping metal",,,,,,,,,,,,"Machine-tools; way-type unit head machines, for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458",212010
4438,380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,,,,,,,,,,,,"Terpenic oils; produced by the treatment of coniferous woods, crude dipentene, sulphite turpentine and other crude para-cymene, n.e.c. in heading no. 3805",311210
4439,721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",,,,,,,,,,,,"Iron or non-alloy steel; flat-rolled, width less than 600mm, plated or coated with tin",511210
4440,590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",,,,,,,,,,,,"Textiles floor coverings; consisting of a coating or covering applied on a textile backing, whether or not cut to shape, other than linoleum",413202
4441,293131,Dimethyl methylphosphonate,,,,,,,,,,,,"Organo-inorganic compounds; organo-phosphorus derivatives, dimethyl methylphosphonate",211220
4442,521132,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",,,,,,,,,,,,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, dyed, 3-thread or 4-thread twill, including cross twill",411220
4443,961400,"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.",,,,,,,,,,,,"Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts thereof",713202
4444,151211,Crude sunflower-seed or safflower oil,,,,,,,,,,,,"Vegetable oils; sunflower seed or safflower oil and their fractions, crude, not chemically modified",111210
4445,847979,Passenger boarding bridges (excluding of a kind used in airports),,,,,,,,,,,,"Machinery and mechanical appliances; passenger boarding bridges, other than of a kind used in airports",512020
4446,540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",,,,,,,,,,,,"Yarn, synthetic; filament, monofilament (less than 67 decitex), of polyesters (not high tenacity or textured), single, twisted more than 50 turns per metre, not for retail sale, not sewing thread",411220
4447,844530,Textile doubling or twisting machines,,,,,,,,,,,,Textile machinery; doubling or twisting machines,412010
4448,110319,Groats and meal of cereals (excluding wheat and maize),,,,,,,,,,,,Cereal groats and meal; n.e.c. in heading no. 1103,111210
4449,520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of cotton, bleached, 3-thread or 4-thread twill, including cross twill, weighing not more than 200g/m2",411220
4450,251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",,,,,,,,,,,,"Slate; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",3111
4451,600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",,,,,,,,,,,,"Fabrics; looped pile fabrics, of textile materials (other than cotton or man-made fibres), knitted or crocheted",411220
4452,370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",,,,,,,,,,,,"Photographic plates and film; for colour photography (polychrome), in the flat, sensitised, unexposed, with no side exceeding 255mm, of any material other than paper, paperboard or textiles",611220
4453,551329,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",,,,,,,,,,,,"Fabrics, woven; dyed, containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2",411220
4454,540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",,,,,,,,,,,,"Fabrics, woven; of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached",411220
4455,30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",,,,,,,,,,,,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou, Oncorhynchus rhodurus), not fillets, meat of 0304, and edible fish offal of 0302.9",113101
4456,291822,"O-Acetylsalicylic acid, its salts and esters",,,,,,,,,,,,"Acids; carboxylic acids, (with phenol function but without other oxygen function), o-acetylsalicylic acid, its salts and esters",211220
4457,120760,"Safflower """"Carthamus tinctorius"""" seeds""""",,,,,,,,,,,,"Oil seeds; safflower (Carthamus tinctorius) seeds, whether or not broken",1111
4458,450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",,,,,,,,,,,,"Cork; natural cork, raw or simply prepared",1111
4459,510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",,,,,,,,,,,,"Wool; (not carded or combed), degreased, (not carbonised), shorn",4111
4460,152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,,,,,,,,,,,,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,111210
4461,930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,,,,,,,,,,,,Firearms; n.e.c. in heading no. 9303,812020
4462,510310,Noils of wool or of fine animal hair (excluding garnetted stock),,,,,,,,,,,,"Wool and hair; noils of wool or of fine animal hair, including yarn waste, but excluding garnetted stock",4111
4463,810320,"Unwrought tantalum, incl. bars and rods of tantalum obtained simply by sintering; tantalum ...",,,,,,,,,,,,"Tantalum; unwrought, including bars and rods obtained simply by sintering, powders",311210
4464,630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",,,,,,,,,,,,"Sacks and bags; of a kind used for the packing of goods, of jute or of other textile bast fibres of heading no. 5303",411220
4465,530390,"Jute and other textile bast fibres, processed but not spun; tow and waste of such fibres, incl. ...",,,,,,,,,,,,"Jute and other textile bast fibres; processed but not spun, tow and waste of these fibres, including yarn waste and garnetted stock (excluding flax, hemp (cannabis sativa L.), and ramie)",4111
4466,960400,Hand sieves and hand riddles (excluding colanders),,,,,,,,,,,,Hand sieves and hand riddles,311220
4467,630319,"Curtains, incl. drapes, and interior blinds, curtain or bed valances, knitted or crocheted ...",,,,,,,,,,,,"Curtains (including drapes) and interior blinds; curtain or bed valances, knitted or crocheted, of textile materials other than synthetic fibres",413202
4468,580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",,,,,,,,,,,,"Fabrics, woven; of metal thread and metallised yarn of heading no. 5605, of a kind used in apparel, as furnishing fabrics or similar purposes; n.e.c. or included",411220
4469,190520,"Gingerbread and the like, whether or not containing cocoa",,,,,,,,,,,,"Food preparations; gingerbread and the like, whether or not containing cocoa",113201
4470,30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",,,,,,,,,,,,"Fish; frozen, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101
4471,293951,"Fenetylline """"INN"""" and its salts""""",,,,,,,,,,,,"Alkaloids; theophylline and aminophylline (theophylline-ethylenediamine) and their derivatives; salts thereof, fenetylline (INN) and its salts",711220
4472,481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",,,,,,,,,,,,"Paper and paperboard; coated with kaolin or other inorganic substances, for printing/writing/graphics, having 10% or less by weight of total fibres got mechanical/chemi-mechanical process, sheets, sides 435mm or less by 297mm or less, unfolded,",611220
4473,30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",,,,,,,,,,,,"Crustaceans; smoked, whole, cooked or not, n.e.c. in item no. 0306.9, in shell or not, including edible flours, meals, and pellets of crustaceans",113101
4474,70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",,,,,,,,,,,,"Vegetables; mushrooms of the genus Agaricus, fresh or chilled",113101
4475,370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",,,,,,,,,,,,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)",611220
4476,590691,"Knitted or crocheted textile fabrics, rubberised, n.e.s.",,,,,,,,,,,,"Textile fabrics, rubberised; (excluding those of heading no. 5902 and adhesive tape of a width not exceeding 20cm), knitted or crocheted",411220
4477,581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",,,,,,,,,,,,"Embroidery; with visible ground, of cotton, in the piece, in strips or in motifs",411220
4478,290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",,,,,,,,,,,,Saturated chlorinated derivatives of acyclic hydrocarbons; chloromethane (methyl chloride) and chloroethane (ethyl chloride),211220
4479,520644,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 192.30 to 125 decitex (53 to 80 metric number) per single yarn, not for retail sale",411220
4480,180200,"Cocoa shells, husks, skins and other cocoa waste",,,,,,,,,,,,"Cocoa; shells, husks, skins and other cocoa waste",1111
4481,843352,Threshing machinery (excluding combine harvester-threshers),,,,,,,,,,,,Threshing machinery; other than combine harvester-threshers,112010
4482,30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",,,,,,,,,,,,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",113101
4483,520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m², ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of cotton, of yarns of different colours, plain weave, weighing more than 200g/m2",411220
4484,520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), single, of combed fibres, less than 85% by weight of cotton, measuring 714.29 decitex or more, (not exceeding 14 metric number), not for retail sale",411220
4485,860120,Rail locomotives powered by electric accumulators,,,,,,,,,,,,Rail locomotives; powered by electric accumulators,512020
4486,521120,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",,,,,,,,,,,,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, bleached",411220
4487,280440,Oxygen,,,,,,,,,,,,Oxygen,211220
4488,230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",,,,,,,,,,,,"Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of sunflower seed oils",111210
4489,710900,"Base metals or silver, clad with gold, not further worked than semi-manufactured",,,,,,,,,,,,"Base metals or silver; clad with gold, not further worked than semi-manufactured",411210
4490,380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",,,,,,,,,,,,Insecticides and the like; containing goods specified in Subheading Note 2 to this Chapter; in packings of a net weight content not exceeding 300g; for retail sale or as preparations or articles,313101
4491,140120,Rattans,,,,,,,,,,,,Rattans used primarily for plaiting,1111
4492,851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",,,,,,,,,,,,"Ignition or starting equipment; ignition magnetos, magneto-dynamos and magnetic flywheels, of a kind used for spark or compression-ignition internal combustion engines",511220
4493,521143,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",,,,,,,,,,,,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, 3-thread or 4-thread twill, including cross twill",411220
4494,440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",,,,,,,,,,,,"Wood; railway or tramway sleepers (cross-ties), not impregnated, non-coniferous",111210
4495,852321,Cards incorporating a magnetic stripe for the recording of sound or of other phenomena,,,,,,,,,,,,"Magnetic media; cards incorporating a magnetic stripe, whether or not recorded, excluding products of Chapter 37",613202
